True	19	344.234375	362.0
False	16	291.3125	220.75
False	19	292.875	219.75
False	20	294.4375	219.0
False	20	295.984375	218.75
False	20	296.203125	219.0
False	20	298.09375	219.0
False	19	300.1875	219.0
False	19	302.25	219.75
False	17	302.5625	220.5
False	19	305.375	221.75
False	18	305.703125	222.0
False	19	307.203125	223.0
False	18	310.078125	224.0
False	19	310.140625	225.5
False	0	313.4375	0.0
False	10	315.015625	0.0
False	17	316.578125	0.0
False	10	317.890625	240.0
False	0	319.6875	0.0
False	12	319.265625	260.0
False	0	322.828125	0.0
False	0	324.390625	0.0
False	0	325.9375	0.0
False	19	322.1875	540.5
False	23	323.71875	542.25
False	20	330.875	0.0
False	16	332.46875	0.0
False	0	334.03125	0.0
False	11	327.921875	4895.25
False	12	329.578125	3723.25
False	0	338.765625	0.0
False	16	336.15625	368.0
False	9	338.140625	357.0
False	15	339.578125	372.25
False	15	340.921875	375.75
False	18	342.890625	367.0
False	24	344.15625	361.5
False	21	345.71875	356.75
False	19	347.625	353.25
False	10	349.546875	346.25
False	20	351.140625	345.5
False	22	352.375	342.5
True	18	354.03125	340.5
False	23	355.921875	337.5
False	19	357.203125	336.25
False	15	358.703125	335.25
False	12	0.890625	333.0
False	13	1.84375	333.25
False	11	3.421875	331.25
False	11	5.546875	329.25
False	11	7.296875	327.25
False	10	8.21875	334.5
False	23	10.15625	328.25
False	25	11.734375	328.5
False	23	13.375	328.0
False	25	14.609375	330.0
False	24	16.15625	331.25
False	21	17.984375	332.0
False	25	19.9375	334.25
False	24	21.140625	335.25
False	19	22.78125	337.25
False	21	24.578125	338.75
False	20	26.0625	341.25
False	21	27.25	344.0
False	22	32.640625	0.0
False	10	34.234375	0.0
False	0	35.796875	0.0
False	0	37.390625	0.0
False	18	34.28125	434.75
False	19	35.921875	437.5
False	16	37.734375	441.75
False	12	39.015625	455.75
False	23	40.46875	477.75
False	25	42.21875	460.0
False	26	43.796875	447.25
False	27	45.40625	436.0
False	26	47.15625	426.25
False	22	49.0	418.5
False	23	50.703125	411.0
False	26	52.078125	404.75
False	25	53.765625	398.25
False	26	55.6875	394.25
False	26	57.03125	390.5
False	26	58.65625	386.75
False	27	60.625	383.25
False	30	61.953125	381.0
False	30	63.5625	379.25
False	29	65.484375	377.5
False	29	66.796875	376.75
False	28	68.515625	375.75
False	29	69.859375	375.75
False	29	71.640625	376.5
False	29	73.34375	377.75
False	25	74.609375	381.0
False	23	76.078125	386.0
