ply
format ascii 1.0
 157.0142 137.06127062343558 -17.571661651173088
 157.0142 146.6112847531834 -4.409123350866366
 157.0142 158.53684222096516 11.411036187642992
 157.0142 173.16602445695764 35.87575890269673
 157.0142 180.54676607809284 49.64618609347147
 157.0142 207.7863281435232 98.81072781560425
 157.0142 213.61883558888144 98.97376540999602
 157.0142 243.9116594880079 148.39144330050115
 157.0142 176.263853691763 32.75710715922423
 157.9102 -146.5599515333569 55.08224163422511
 157.9102 -156.6024225040686 60.744122473044314
 157.9102 -140.46353585647685 55.7108407175879
 157.9102 -149.9049957879379 63.633497767455054
 157.9102 -155.00728940189475 74.08556430195435
 157.9102 -116.92243620251126 36.23751988622581
 157.9102 -127.12574749159909 49.23506413947089
 157.9102 -137.03885733839184 64.16328128020513
 157.9102 -156.6785027229596 101.71095863430864
 157.9102 -108.50588285964182 36.25389069311814
 157.9102 -122.79787143106662 54.61714093891257
 157.9102 -126.8641666417875 70.79599054070454
 157.9102 -139.51196520299663 86.80686183091146
 157.9102 -151.70994959182673 111.48741674104281
 157.9102 -170.5744278120582 141.610395713278
 157.9102 -186.43481167748843 176.59514142365575
 157.9102 -209.4424308093786 213.76901476746465
 158.8062 371.55242774427853 509.85444187706054
 158.8062 378.4488450977276 508.4460771267436
 158.8062 382.91161859574567 507.50345508408924
 158.8062 384.74048828536115 503.74836746696053
 158.8062 388.04538174960487 503.01552745229674
 158.8062 388.7318685333058 496.0915807950039
 158.8062 395.2797911728287 500.5086445560361
 158.8062 401.89942704748944 500.0620544502639
 158.8062 399.63713486866726 487.7463092883497
 158.8062 403.97300534458316 489.7989303632342
 158.8062 407.5971446578074 488.56413665571415
 158.8062 408.9548644900454 485.30287758427073
 158.8062 413.44248701124934 486.9893891606474
 158.8062 420.12366993517935 484.819923250658
 158.8062 161.17683516776438 24.800644719573086
 158.8062 179.58856571208315 46.05468002421793
 158.8062 191.18137623011725 69.24735279698064
 158.8062 211.8047583413029 102.3975755290312
 158.8062 184.88593282832693 41.52740172421173
 159.7022 -143.39576785155904 48.3918479582654
 159.7022 -147.77641496760512 64.19738877599883
 159.7022 -157.82214189554767 69.70459019258288
 159.7022 -135.63420163537134 46.07516155544255
 159.7022 -117.3531245007554 37.16552317117282
 159.7022 -122.93167936950319 50.848810670764436
 159.7022 -144.49261078944156 82.54572741831683
 159.7022 -112.2408708753686 35.93064999599727
 159.7022 -122.26006484180208 54.411947619664005
 159.7022 -132.845072447281 70.44108075466778
 159.7022 -140.35072258868428 87.1188265842388
 159.7022 -151.72622329336514 110.9215050496455
 159.7022 -171.5028194593723 143.07070040919024
 159.7022 -188.9228646597711 177.75632421594005
 159.7022 -215.51450027882305 227.53967853903657
 160.5982 380.5664016463158 503.3497517694477
 160.5982 384.129002878804 501.45078363254026
 160.5982 388.793078199584 503.7823260718598
 160.5982 387.32132386058777 494.53200199740536
 160.5982 395.3687406648111 499.7256405210969
 160.5982 396.31909967922843 495.5206145907009
 160.5982 397.8243263201863 491.7292587435122
 160.5982 398.42067697419475 486.13635503561704
 160.5982 143.95673434223136 -1.6753395140288774
 160.5982 157.83785498230299 5.926893595205485
 160.5982 174.72784394644978 37.13268435756555
 160.5982 183.95495976116052 59.35572613633957
 160.5982 197.3735820467552 81.289841775985
 160.5982 224.54544832477964 123.50934900220477
 160.5982 250.90916571811889 162.5510921233675
 161.4942 -147.1261754625763 52.02617913501069
 161.4942 -156.04863630890117 59.530160222569776
 161.4942 -150.71610406454383 60.07268106483474
 161.4942 -154.78404326078626 70.8601269870556
 161.4942 -139.02134663299145 49.21839021598123
 161.4942 -130.54062964705824 48.881346572878726
 161.4942 -128.37294176049392 51.819527091760904
 161.4942 -136.70831903799703 56.77911322919897
 161.4942 -124.77639110048081 48.02736840519361
 161.4942 -142.47241982874377 80.83552073719483
 161.4942 -109.1216798055995 37.820608181494606
 161.4942 -124.34088133386537 53.43797982788277
 161.4942 -128.3211045542188 70.91907408181905
 161.4942 -139.58027031463845 83.53027011625625
 161.4942 -151.07526496364548 109.73067624098485
 161.4942 -171.1912955245196 145.62234413047895
 161.4942 -187.81075595599847 180.2081056045377
 161.4942 -209.84444538606803 218.81458891954338
 162.3895 383.56867147120767 502.7920451437348
 162.3895 383.23552415042883 496.40884180000495
 162.3895 383.57545654586573 490.694875547773
 162.3895 393.5454663284503 493.723015399314
 162.3895 395.82966760612044 490.03137146914156
 162.3895 398.20991012764506 486.57139259620567
 162.3895 401.71088075075295 485.38223184379916
 162.3895 402.7992766337657 483.07630363144386
 162.3895 134.39116955602873 -23.615280250221986
 162.3895 141.35752005609345 -7.731591880248573
 162.3895 156.47352500719785 3.3221247130116183
 162.3895 166.7703356776525 23.772778523461483
 162.3895 187.02025666725248 55.6079924355827
 162.3895 196.96380933212797 80.42877079712056
 162.3895 225.5268949201146 121.49519545960646
 162.3895 179.9826046703499 30.43238537302784
 162.3895 173.17275486942015 17.83895219241839
 163.2855 -158.93124628111383 71.8296732165631
 163.2855 -130.28319811913565 52.19396268694976
 163.2855 -139.57731311976391 69.37788105910263
 163.2855 -146.29820888180913 90.06303486028284
 163.2855 -111.0121501632932 43.559945342279235
 163.2855 -122.95608639060798 65.55195762125174
 163.2855 -134.6963020820234 77.88587248358604
 163.2855 -146.51422393627095 100.4849114004096
 163.2855 -161.5240840122441 128.74213803728807
 163.2855 -180.62718699093776 164.43652171500867
 163.2855 -198.94282729892677 197.22358553323056
 163.2855 -225.09079303757278 251.405828156633
 164.1815 372.0352420645616 503.4029669604587
 164.1815 374.6321519198229 502.58179365868835
 164.1815 375.7816456590922 496.4780360937407
 164.1815 379.28184152040035 495.4278453739127
 164.1815 381.95970423868863 494.82718145172237
 164.1815 383.14092067641343 488.07048527594577
 164.1815 387.32132386058777 490.198570164155
 164.1815 391.0656128770134 488.73147994747876
 164.1815 393.62666560323504 485.5331098509845
 164.1815 397.1428591211942 484.6443082868702
 164.1815 400.79527062728 483.69989717699207
 164.1815 404.8468302369919 485.23002494579487
 164.1815 405.51344140983747 479.25450824193456
 164.1815 410.0008490486877 481.2193031420351
 164.1815 138.18319951737345 -19.663393765510932
 164.1815 147.2701882092572 -8.91134558463321
 164.1815 154.8617921373246 11.504610968592374
 164.1815 169.24723117428888 36.3389751182238
 164.1815 191.41425019217067 70.65531374147992
 164.1815 204.03036390330678 86.48802855538779
 164.1815 185.2114971502359 36.35375416964689
 164.1815 171.75482964449688 15.247110353271268
 164.1815 172.89694212907997 13.755686482346874
 165.0775 -149.88523933458072 50.952988444278475
 165.0775 -150.91545061235527 60.74616107382079
 165.0775 -149.21036353151916 59.45793597528646
 165.0775 -155.29582014204584 69.2275828237307
 165.0775 -128.82657484550433 48.31099357252663
 165.0775 -127.0423239675533 51.938938639993836
 165.0775 -143.11600926111856 82.62503138006414
 165.0775 -104.92575380517911 21.05278069777424
 165.0775 -109.00998560990642 38.48973408629914
 165.0775 -116.01718601244583 56.35358762713645
 165.0775 -130.7500000000001 70.88492187569906
 165.0775 -143.76633001040764 91.35075652379942
 165.0775 -154.88933752063835 120.9338625075784
 165.0775 -177.6391421761445 155.72911904094383
 165.0775 -193.09157654229367 185.97911904094383
 165.9735 -215.93060304911927 232.59151119606423
 165.9735 371.87433160991407 501.3181748823181
 165.9735 375.40795187731914 500.5700680783667
 165.9735 378.092955327677 496.6343253624168
 165.9735 378.28463965082085 489.8572719295015
 165.9735 379.8584721393555 486.96159267961906
 165.9735 384.5215269312619 485.8653016223326
 165.9735 387.03804775538293 484.4077330424101
 165.9735 388.80423139652544 482.2657903319952
 165.9735 389.9290974558783 475.6899454045273
 165.9735 398.43706270256024 484.98595896751993
 165.9735 400.79527062728 481.49184216312733
 165.9735 404.8870996648999 480.1054297347501
 165.9735 407.8980330249875 479.5701879863961
 165.9735 135.76008511598954 -23.586067001851262
 165.9735 144.9667083095633 -12.579623850955159
 165.9735 163.73822594513092 24.464346301511625
 165.9735 170.66907506865059 35.42923322172811
 165.9735 185.51751771453922 51.833099926499784
 165.9735 204.2828580018052 88.17600674391173
 165.9735 216.70473402585125 106.51667873829584
 165.9735 243.13438330068442 150.17636956985018
 165.9735 179.91667677222486 36.32865816400931
 165.9735 170.84841319181785 12.482745191782016
 166.8695 -151.24099747148767 54.49985114568733
 166.8695 -145.54018653627136 54.19351989821109
 166.8695 -150.26467984897758 67.14490810999564
 166.8695 -157.44691637127687 76.53441479193049
 166.8695 -133.02808430242033 45.28093350611189
 166.8695 -135.0151417388769 53.71335659188287
 166.8695 -124.78518416987414 43.67144911543235
 166.8695 -142.02709262407623 74.42951646460429
 166.8695 -105.1500308124364 19.178036238414478
 166.8695 -112.02141375510733 32.587772742063464
 166.8695 -115.90445885653834 55.595059099722306
 166.8695 -130.80331190279787 67.54168974246306
 166.8695 -137.85800610311446 83.99729557078808
 166.8695 -152.50483192300175 114.42803623841448
 166.8695 -169.7107467603526 142.95414609655833
 167.7655 -186.92639254303708 179.7200375275515
 167.7655 -207.27392040509324 217.00909344500894
 167.7655 281.07068481851894 502.08885321238364
 167.7655 286.2454870722703 507.2031127895013
 167.7655 287.8869768134869 499.05554477873216
 167.7655 288.3604681733858 490.51208405064665
 167.7655 291.9735975405193 489.4580792750397
 167.7655 294.5302185840732 485.6185957651847
 167.7655 296.74001370266456 479.14055309639264
 167.7655 298.4925105328809 476.45564634913035
 167.7655 302.81166332627765 478.71237758015263
 167.7655 306.25691228329185 477.8816238931878
 167.7655 310.081853954771 477.513313555242
 167.7655 311.4426301646844 468.63378018320645
 167.7655 322.8213526773334 468.7470990923773
 167.7655 323.087362244873 464.05433268058846
 167.7655 331.2477665650451 470.1528974217865
 167.7655 334.8228438632554 472.4748773238035
 167.7655 336.4143109395188 466.10457997826865
 167.7655 341.23569645825097 468.1572471828277
 167.7655 345.9432922690741 469.9478151617162
 167.7655 122.5222265441535 -40.86943445351727
 167.7655 132.26559605671756 -28.88985542017997
 167.7655 138.8859204361505 -13.210908010039418
 167.7655 154.09960908636924 -1.9437081758279646
 167.7655 166.89362817972142 14.023931957684596
 167.7655 180.39987580685676 47.012639304219505
 167.7655 195.60280203382285 78.34840750316457
 167.7655 216.89552291186055 108.15581522168145
 167.7655 242.78646174829444 149.1287807462648
 167.7655 174.73968594319396 11.58042183320984
 168.6615 -147.0805480611856 53.74863289067119
 168.6615 -147.91415989374062 54.22752564207548
 168.6615 -150.2870391004897 51.909076728385344
 168.6615 -145.49432469877604 53.76520503780861
 168.6615 -149.40407937186177 66.51329734260005
 168.6615 -157.61893025360385 73.92171124209267
 168.6615 -132.5614693684139 44.78085065509714
 168.6615 -132.64945158478673 53.306363317449694
 168.6615 -124.08371301673225 44.58047384822768
 168.6615 -128.8761472068398 59.22230152174538
 168.6615 -143.01850595984087 74.67383751057005
 168.6615 -102.48685813432387 21.238586738629948
 168.6615 -114.35244288001675 36.88511091650403
 168.6615 -114.1403820606567 52.25672355789237
 168.6615 -129.574683653006 67.63511091650403
 168.6615 -140.00711730633097 84.93509979377839
 168.6615 -154.64593118018328 114.18509979377839
 169.5575 -168.4409099522206 142.42705478270642
 169.5575 -187.8034238269402 182.3300378708809
 169.5575 -211.77424066264825 226.83836345660706
 169.5575 28.31869535748183 38.87946749690536
 169.5575 33.322329370099226 51.517209021258395
 169.5575 34.54575598949211 51.11585154188526
 169.5575 43.74900471211676 51.37067219209305
 169.5575 45.017518530039595 50.91099585301603
 169.5575 41.620161110663965 52.208185203526426
 169.5575 41.868989509107394 54.22589157719335
 169.5575 49.347326445292104 51.73065148361118
 169.5575 47.793020653239516 51.74191283548697
 169.5575 131.99965256532732 -29.965345064412844
 169.5575 146.48792987716774 -10.950843335259236
 169.5575 149.27406906338481 1.4957072225760157
 169.5575 160.3425160396804 21.167434337281634
 169.5575 176.97425064020106 44.674141705391946
 169.5575 194.73238051475343 69.67260253785273
 169.5575 208.24630876336002 89.40217723600944
 169.5575 238.56508124722862 146.3874414822638
 169.5575 180.91176616898113 30.290756361361076
 170.4535 -154.08424236377155 64.47642925064608
 170.4535 -148.05665908438968 52.296540212387015
 170.4535 -154.22323782036656 62.678663194414696
 170.4535 -157.0075204468552 72.46042443118753
 171.3495 -120.20925825460701 47.096654772376354
 171.3495 -131.81740776601424 59.94099935318249
 171.3495 -103.62561736817858 22.609078561922047
 171.3495 -116.97441795425492 39.66382365745511
 171.3495 -124.68400867461423 54.51080111255439
 171.3495 -128.08931619295998 69.57302133977254
 171.3495 -139.58078584418942 90.28952263025371
 171.3495 -148.03006104004098 106.91992877316255
 171.3495 -173.5087230829107 150.92201879592255
 171.3495 -191.89647435807655 185.29907301223244
 171.3495 -212.84696412804794 228.7670529505435
 171.3495 32.19169254944506 43.73332130738979
 171.3495 34.288572818672314 48.824119953085074
 171.3495 30.064454097564393 49.564523558480744
 171.3495 36.98068653712438 48.478055841333656
 171.3495 36.31971763614883 47.79947269308559
 171.3495 39.62261104272905 47.85432972080312
 171.3495 38.12450119354717 49.09013680190736
 171.3495 42.52614344213602 48.96188190059587
 171.3495 43.95064836153375 48.9960048026322
 171.3495 45.41783081797462 49.53256459713364
 171.3495 43.401739338447435 50.6282898841348
 171.3495 44.6561222945388 50.68846941660124
 171.3495 49.43984079340291 51.17629351561837
 171.3495 48.28531470278512 51.637367568335236
 171.3495 47.99787905977962 51.168535288994576
 171.3495 249.69093705774324 512.6906186000932
 171.3495 253.32777626859334 513.0720256504669
 171.3495 131.47144166689426 -32.11747396051675
 171.3495 142.98914120432622 -17.243547839368176
 171.3495 146.34705479378184 -4.094157557259962
 171.3495 165.06739465583837 25.22826907584158
 171.3495 176.4521153860541 31.49385619171099
 171.3495 195.75080588502632 70.74405668049877
 171.3495 211.7534921100101 98.3685714670984
 171.3495 238.47996182617547 143.73534805780454
 171.3495 175.0813757844005 9.955414346183062
 172.2448 -147.3972770574319 51.94254197791827
 172.2448 -150.50990246482144 59.4859077896613
 172.2448 -146.57670099918425 46.95752437513849
 172.2448 -150.50957201140955 58.46495879789106
 172.2448 -155.225682613274 68.02449541467507
 172.2448 -163.93517792732194 83.52449541467507
 173.1408 -133.9473699658455 47.591908073464225
 173.1408 -133.11594068467625 47.75972474102477
 173.1408 -131.48047148043165 48.71959632159928
 173.1408 -94.02427471270818 -4.271134915281493
 173.1408 -134.69621194447663 67.4129125242213
 173.1408 -107.16419666841362 32.46273750418629
 173.1408 -111.9210096237863 46.10966502506025
 173.1408 -128.76759355553185 62.88025624328739
 173.1408 -138.03919741390598 80.07259495806642
 173.1408 -146.35118950342968 101.95814908171369
 173.1408 -167.21034192144555 139.6651487438389
 173.1408 -185.92174201962823 175.04361466785377
 173.1408 -205.85974978274302 218.1959512946441
 173.1408 29.133314710048452 39.9936194010707
 173.1408 26.844815453140676 47.83220006470253
 173.1408 35.78546237744421 48.35138899897376
 173.1408 33.31372846793125 48.65762740430287
 173.1408 38.53618899513679 48.238698428476596
 173.1408 39.74125243442726 47.04249593797857
 173.1408 35.664991278971954 48.366861264826184
 173.1408 42.56130810355301 47.64656240144711
 173.1408 44.037937176205396 47.92875376846345
 173.1408 45.256852444517854 47.21339522042646
 173.1408 43.172925927727825 48.581064338238065
 173.1408 44.89720649677038 48.821935061117074
 173.1408 49.97755386036716 49.503897770968905
 173.1408 51.418137943295996 49.760018290257875
 173.1408 47.84719534531707 52.21028553602463
 173.1408 54.72867846668815 51.739049017298754
 173.1408 54.96959893719943 46.71119084580317
 173.1408 199.8479547371638 496.29634036506553
 173.1408 202.7003148529276 493.7380158506984
 173.1408 205.89437777886053 490.62544189493406
 173.1408 209.47267220421966 487.7215425197469
 173.1408 214.23283511594087 487.5237494316783
 173.1408 215.32099122527964 480.96847301154145
 173.1408 216.83929301800686 475.907749701709
 173.1408 222.4331491807349 475.32380083096814
 173.1408 226.07894962860695 478.30219651257596
 173.1408 228.91107292387852 472.28476058334724
 173.1408 229.10713491165558 463.94487542927436
 173.1408 233.7518262294748 463.92429114539345
 173.1408 236.2116928312658 463.1096469250041
 173.1408 244.52760655814416 470.196062143066
 173.1408 261.3278479794709 499.2625044221244
 173.1408 267.3333286591564 504.0240982067335
 173.1408 268.48373399545375 498.11311065625137
 173.1408 271.00574468685824 494.90085777744594
 173.1408 275.5177303593014 494.0440395244749
 173.1408 281.61660219548196 497.96947651857397
 173.1408 129.96385926234885 -34.342418590927906
 173.1408 137.17162319617185 -26.074376298044285
 173.1408 149.98984544388483 -9.577997597299174
 173.1408 157.39218530601283 6.740846919153427
 173.1408 169.66830262626047 33.55478476930958
 173.1408 187.03343532236624 63.054947398509285
 173.1408 210.53291452496183 100.72163214646798
 173.1408 177.19160594253697 17.500399000232164
 174.0368 -146.2416730875641 47.441234852069925
 174.0368 -153.2523756702842 55.16186513994387
 174.0368 -136.31589450983077 39.66947326066796
 174.0368 -150.3065932230398 58.130241878285176
 174.9328 -153.45300972648678 66.8777429119537
 174.9328 -159.3579416735399 78.31802465212888
 174.9328 -137.60682250263082 67.62641810497811
 174.9328 -100.79057656186562 16.01125244850016
 174.9328 -116.6140779923947 47.94282420981605
 174.9328 -130.37157184477795 63.447919245302984
 174.9328 -143.04975084938212 95.58046671516726
 174.9328 -145.31760706719496 95.5072937920396
 174.9328 -168.57376976659654 141.54098864661498
 174.9328 -186.1279781343616 179.34962983321628
 174.9328 -212.943722492876 228.35477121603077
 174.9328 18.84807580318086 46.93615502765488
 174.9328 21.644052737026342 43.206551055767136
 174.9328 28.23983495494576 43.60795547627808
 174.9328 29.172603961181526 47.05771176462426
 174.9328 34.29498677348678 47.234922801308244
 174.9328 33.60700486013244 47.57357538089303
 174.9328 34.938118301220335 47.40952839874788
